Día natural,Predicción Inferior,Predicción Superior,Predicción central,Material,Oficina de Ventas Unifica,Zona de ventas.1
2021-06-16,412.62360549245625,2435.9496013809107,1426.7357111487577,1020042,,Sur
2021-06-17,627.0642067385708,2627.8938082899012,1695.6705237892743,1020042,,Sur
2021-06-11,3000.968071968176,7159.533294404415,5096.969947605183,1020027,,Sur
2021-06-12,2616.663912954953,6698.700453637789,4708.401575745328,1020027,,Sur
2021-06-13,-1038.0234498897694,3128.1588073146095,1046.9238671045364,1020027,,Sur
2021-06-14,1741.566339442502,6128.9818542481635,3880.2384292169427,1020027,,Sur
2021-06-15,3220.850878848284,7424.3054175992875,5362.904604480212,1020027,,Sur
2021-06-16,2536.6191427290896,6756.718361954984,4709.392026847684,1020027,,Sur
2021-06-17,3422.6067451071217,7701.472130226301,5492.390249601797,1020027,,Sur
2021-06-11,4155.422969367219,10585.109638801667,7204.76392052403,1020013,,Sur
2021-06-12,3318.55748834962,9425.235508895392,6393.038436439094,1020013,,Sur
2021-06-13,-2459.5487888505936,3834.5720083130673,607.8419481629771,1020013,,Sur
2021-06-14,2023.3772862896435,8476.446046516914,5155.467388380734,1020013,,Sur
2021-06-15,3438.005049778589,9941.905928227692,6608.030656780933,1020013,,Sur
2021-06-16,3571.1591598134382,9992.279740908789,6854.375621542091,1020013,,Sur
2021-06-17,4961.4834135456385,11579.89783379158,8151.0679754464745,1020013,,Sur
2021-06-11,1804.869750072762,5496.989161759224,3603.6930854661537,1020010,,Sur
2021-06-12,1149.0483323394592,5006.736329439569,3127.2442123748633,1020010,,Sur
2021-06-13,-1267.0837951627987,2624.7904671047436,765.9809981412914,1020010,,Sur
2021-06-14,1135.3245028462056,5048.847505803181,3011.910600838728,1020010,,Sur
2021-06-15,1853.6262826077996,5665.9153569636455,3789.4107012904024,1020010,,Sur
2021-06-16,1761.7650330592915,5491.990320928627,3574.1646729703134,1020010,,Sur
2021-06-17,2194.9038469103034,6049.561762935123,4152.2059375299805,1020010,,Sur
2021-06-11,-240.88761478698754,1992.8731933454021,894.4244654365592,1020003,,Sur
2021-06-12,-316.21018454462927,1847.7485211276248,701.397083543962,1020003,,Sur
2021-06-13,-541.3095844965114,1564.8111384969823,484.94853376575605,1020003,,Sur
2021-06-14,-830.2332629229763,1371.081623551408,286.7234758847005,1020003,,Sur
2021-06-15,-592.6615621595262,1535.3278602038713,437.2507164158337,1020003,,Sur
2021-06-16,-427.9018504188935,1709.685905864468,707.0767604269091,1020003,,Sur
2021-06-17,-205.29343068211443,1940.628416021328,902.8163245252404,1020003,,Sur
2021-06-11,1029.2588234778116,3742.147887599274,2327.108083670447,1020001,,Sur
2021-06-12,1052.5483875179712,3776.708892182085,2386.103180691105,1020001,,Sur
2021-06-13,-746.390855269505,1799.4709067322374,541.7531772699813,1020001,,Sur
